BV/TV,ROI Number,S11,S12,S13,S21,S22,S23,S31,S32,S33,S44,S55,S66,Scan,Variation Coefficient,m1,m2,m3
0.0723,1.0,47.35931081687891,15.114402842651623,17.643701679372505,15.114402842651623,109.89241804923608,22.121560571198078,17.6437016793725,22.121560571198078,215.82036074607834,78.65637437851146,55.689907497426326,36.83961489225666,310101_C0000118_SEG_UNCOMP,0.5443958783192407,0.7216100000000001,1.00072,1.27766
0.0398,2.0,32.52815660292886,6.8663797979278804,7.362894421207751,6.86637979792788,82.13604737466027,33.182835451933464,7.36289442120775,33.182835451933464,102.46194117891855,87.03125665258028,27.73367201844246,20.892817503892747,310101_C0000118_SEG_UNCOMP,0.9352888551680374,0.69081,1.11524,1.19395
0.1711,3.0,149.44519514916098,72.03002689655492,65.07221959189519,72.03002689655492,363.24399927454346,145.82412090067137,65.07221959189519,145.82412090067137,726.2532319922458,391.41389252391366,169.2163301876346,172.61088949946026,310101_C0000118_SEG_UNCOMP,0.22005148034569966,0.7245199999999999,0.9940200000000001,1.28146
0.0795,4.0,40.86782786180361,8.72947324472364,22.569212876501815,8.729473244723641,59.24089779892372,29.399370654733957,22.569212876501815,29.399370654733954,309.645684619591,98.86536318338864,47.99879633713194,28.713726221618927,310101_C0000118_SEG_UNCOMP,0.2674421420847708,0.7338399999999999,0.8841899999999999,1.3819700000000001
0.0705,5.0,37.731715018680205,13.681314552352488,24.924802035497745,13.681314552352484,65.79732034551692,30.848252844775182,24.924802035497745,30.848252844775182,273.16550994831954,87.3773822912709,62.8940868317534,38.63065805220692,310101_C0000118_SEG_UNCOMP,0.4046453816375042,0.6801699999999999,0.85967,1.4601600000000001
0.0736,6.0,30.128166527940795,9.946320456185084,17.124673922276894,9.946320456185084,81.88010169974875,29.094740785833547,17.12467392227689,29.09474078583355,334.1163936941547,79.42341835897994,39.816437923681725,32.87818665696555,310101_C0000118_SEG_UNCOMP,0.3983833935540597,0.63647,0.88797,1.47556
0.0731,1.0,41.58946677826138,17.548622929196565,17.14132065402359,17.548622929196572,249.97487009134457,59.32949149526635,17.14132065402359,59.32949149526635,276.6597876981531,179.09203190011087,47.93693225709636,41.0548317332008,310201_C0000160_SEG_UNCOMP,0.4957050190193321,0.62271,1.07102,1.30626
0.1069,2.0,138.56044690292944,45.259881663828146,28.469938382805747,45.25988166382814,345.7749863018032,56.98696634791276,28.469938382805744,56.98696634791276,429.6520515406099,172.68637745889842,77.1969555929708,133.01031858485405,310201_C0000160_SEG_UNCOMP,0.5661146603764029,0.76166,1.01128,1.22706
0.1306,3.0,133.64825672670818,45.404406083337115,38.83864046015024,45.404406083337115,203.5987108541183,63.950629925316136,38.83864046015023,63.95062992531613,748.5088021831336,194.43225958983768,131.1478266731703,127.69012142821539,310201_C0000160_SEG_UNCOMP,0.4527752297311391,0.7217,0.86087,1.41743
0.0923,4.0,105.214579816201,42.556198680976294,29.812243324627502,42.5561986809763,277.00724441414184,82.27230051542936,29.812243324627506,82.27230051542936,353.856925038531,219.15935385963073,85.79125349869591,101.52868736840202,310201_C0000160_SEG_UNCOMP,0.25660187019649044,0.64841,1.08399,1.2676
0.0736,5.0,36.69724775256091,8.738046232787985,11.74334496647223,8.738046232787985,49.15805511312425,13.120607956147145,11.743344966472229,13.120607956147145,259.6183622802423,48.256515625448436,39.94991228636012,29.32894663839171,310201_C0000160_SEG_UNCOMP,0.5350536633526363,0.71385,0.8096800000000001,1.47648
0.124,6.0,209.09055450369104,69.55506773756353,43.70615777961786,69.55506773756355,410.7199674991455,81.87687574178582,43.70615777961787,81.87687574178584,464.19922965933824,217.26750562430334,115.93774314041198,191.6862034045937,310201_C0000160_SEG_UNCOMP,0.3895253680227587,0.7317100000000001,1.07482,1.19346
0.2062,1.0,280.931824378116,99.86349281690775,114.92288261490114,99.86349281690775,367.7537233105017,124.16009438755697,114.92288261490116,124.16009438755695,1265.7486414814375,379.02637293507917,307.1563620858892,224.22957900895443,350104_C0000094_SEG_UNCOMP,0.1807440238221159,0.71354,0.83249,1.45397
0.272,2.0,325.78627889466287,180.15102076978602,169.16353050201056,180.15102076978604,977.3063773046263,316.927586002227,169.16353050201062,316.927586002227,1949.168832986294,938.2379739913396,448.1368242795185,371.0622551245564,350104_C0000094_SEG_UNCOMP,0.1696248988316364,0.58623,0.94935,1.46442
0.2538,3.0,329.83768043033393,136.51650172199783,155.07934938508993,136.51650172199783,521.0849196732138,203.79920805181524,155.0793493850899,203.79920805181527,1889.2139537108126,589.7422855553788,442.318017999813,289.62315503928346,350104_C0000094_SEG_UNCOMP,0.10136519974660181,0.67102,0.7854300000000001,1.54355
0.1118,4.0,109.04796254001573,35.78502591367917,46.75516738728784,35.78502591367918,129.74040526956196,47.6564089738102,46.75516738728784,47.65640897381019,564.7265003684606,146.85996169537873,121.70396389742058,88.01024307745851,350104_C0000094_SEG_UNCOMP,0.36417971747348765,0.73646,0.8231200000000001,1.44042
0.0802,5.0,66.37317463426874,25.029240966697785,28.806750627001506,25.02924096669778,94.32289468003913,34.13177119863473,28.806750627001502,34.13177119863473,427.5609140885816,116.4168849324898,85.50927388260786,66.97916802934621,350104_C0000094_SEG_UNCOMP,0.5105145886454405,0.71404,0.8284299999999999,1.45754
0.1939,6.0,204.67236528418601,94.42072710163717,87.40440822943555,94.42072710163717,391.66962455673917,139.85676978321072,87.40440822943555,139.85676978321072,1254.6410804469497,451.7294872124738,241.71835496252723,217.77718324782668,350104_C0000094_SEG_UNCOMP,0.27255688327620753,0.6321899999999999,0.89751,1.4703
0.1385,1.0,192.5780217309062,53.606830194751126,69.5096388746938,53.606830194751126,189.91454372194883,73.59546152476331,69.5096388746938,73.59546152476331,663.4738078598791,201.06057221487654,178.3598716513467,122.9418453086074,350107_C0000104_SEG_UNCOMP,0.148983712157421,0.76134,0.8197399999999999,1.4189200000000002
0.1593,2.0,208.1929939095765,78.73458483312412,82.72011544265821,78.73458483312412,270.21676238716657,90.85946022758306,82.72011544265821,90.85946022758307,800.0810015569592,241.56289007178464,199.90540325043784,159.33609606421265,350107_C0000104_SEG_UNCOMP,0.16916727329662393,0.75671,0.87175,1.37155
0.1668,3.0,201.3638830450038,89.34381649305142,85.89990428521389,89.34381649305142,577.9927804121082,195.2300960377656,85.89990428521389,195.2300960377656,1075.554357062346,565.3515591191218,231.36794540811798,208.76235148998157,350107_C0000104_SEG_UNCOMP,0.2033290417169159,0.6383300000000001,0.9653200000000001,1.39635
0.1128,4.0,120.31813149954083,43.86400521832116,47.3878877635621,43.86400521832117,139.0049760475489,49.41866628706226,47.3878877635621,49.41866628706226,522.817088144274,128.9443165565949,113.18031038472395,97.4767420084962,350107_C0000104_SEG_UNCOMP,0.28691035472339477,0.7582300000000001,0.83925,1.40252
0.083,5.0,67.35643801010637,27.374528989279696,26.37926330950365,27.3745289892797,101.4277131090318,38.83706314325774,26.379263309503653,38.83706314325774,305.81065309591276,103.08629744046532,69.59693825859672,64.11694530407789,350107_C0000104_SEG_UNCOMP,0.14805175197965253,0.71513,0.9382299999999999,1.34665
0.1098,6.0,108.2950604755246,48.16563986543148,50.688520487314904,48.16563986543149,288.63706384596253,107.63441541590363,50.688520487314904,107.63441541590363,578.5340434318982,289.33606598558595,125.18280634815258,106.9762464798068,350107_C0000104_SEG_UNCOMP,0.34003656190698966,0.65512,1.0070700000000001,1.33782
0.0815,1.0,62.73628662523537,19.55984916090163,23.63368436271344,19.559849160901628,114.89744159825916,40.69035378821805,23.63368436271344,40.69035378821805,337.5238496480077,105.57979847343546,63.200867139531994,52.329321782120246,350108_C0000130_SEG_UNCOMP,0.24755087433629802,0.737,0.89149,1.37151
0.1871,2.0,181.58838178871432,75.5121008823468,88.02895713352349,75.5121008823468,674.704004309915,219.91808936647408,88.02895713352348,219.91808936647405,1128.2345600897436,573.3162214052189,218.39012698836586,186.60850755009238,350108_C0000130_SEG_UNCOMP,0.09635123848274084,0.6420399999999999,1.00122,1.35674
0.07200000000000001,3.0,42.21157970454376,25.156646595406986,20.19768542886767,25.156646595406986,102.8112429503033,36.88397258550871,20.197685428867675,36.88397258550872,270.8105701975038,98.21578558529482,50.88916336367104,49.1851315574261,350108_C0000130_SEG_UNCOMP,0.21407424030423444,0.72096,0.9466700000000001,1.33238
0.2166,4.0,282.1511550612148,131.87854859240517,127.19265000093557,131.87854859240517,570.9609649590484,195.16800295519633,127.19265000093557,195.16800295519636,1556.9590401336,503.3499563168738,319.2548321631897,264.8823479725026,350108_C0000130_SEG_UNCOMP,0.07785052387266099,0.69263,0.85595,1.4514200000000002
0.1395,5.0,141.91809073266924,87.08786471043234,71.3676194699664,87.08786471043234,443.8988108756584,163.36588035204187,71.3676194699664,163.36588035204187,761.1745425353768,403.8987681370634,155.7811175120197,168.42737993480767,350108_C0000130_SEG_UNCOMP,0.2882465258336233,0.62163,1.02783,1.35054
0.1124,6.0,105.8444363159455,69.58329416829355,56.38236593432041,69.58329416829353,272.8417886999412,103.7718465118745,56.38236593432041,103.77184651187449,602.4757133039769,265.0284329755273,132.25329535635694,141.6782747289244,350108_C0000130_SEG_UNCOMP,0.3997786887334564,0.6521399999999999,1.0011299999999999,1.34673
0.2025,1.0,181.7885343238904,96.93934705364325,100.2115574107391,96.93934705364323,479.4933967481703,160.46352642318416,100.21155741073908,160.46352642318416,1419.6039597676413,477.097367638035,269.82689740999336,202.1751155832006,350201_C0000066_SEG_UNCOMP,0.19138041732070837,0.62092,0.8820899999999999,1.49699
0.2412,2.0,316.24757475792546,143.5635769156018,138.34468216212258,143.56357691560183,681.6890123690625,208.47503805748562,138.34468216212258,208.47503805748562,1609.2917313187327,584.2841427451907,358.0909563523558,298.8750654779775,350201_C0000066_SEG_UNCOMP,0.07969731226999616,0.63149,0.90722,1.46128
0.0635,3.0,50.811523251684164,11.603606529142594,25.243268642806633,11.603606529142594,44.24047662296243,26.47244131380302,25.243268642806637,26.47244131380302,280.6150900075593,57.22993293805494,63.08690953102122,32.181737908415116,350201_C0000066_SEG_UNCOMP,0.3135653850151883,0.76462,0.81323,1.42215
0.1511,4.0,114.2857020733341,77.9038945729669,57.35145902038143,77.90389457296692,479.9886556795145,143.82436605913693,57.35145902038144,143.82436605913693,684.5399026953162,422.2401069613089,136.6576760696762,154.4114469492587,350201_C0000066_SEG_UNCOMP,0.18231619382092654,0.60024,1.13581,1.26396
0.1195,5.0,88.82595213787023,40.198116213692835,43.16940658573359,40.198116213692835,152.74017962038698,58.82658412251302,43.16940658573358,58.82658412251301,728.6154451972355,179.07119619599789,124.50646853271905,92.35248480135706,350201_C0000066_SEG_UNCOMP,0.17101723490083331,0.66977,0.86093,1.46929
0.2322,6.0,197.86315927810628,100.64881018557026,105.09620197329536,100.64881018557026,798.7273016268394,246.8668127195491,105.09620197329534,246.86681271954907,1602.5454522480995,706.601971294124,281.80902400960605,228.8829370541801,350201_C0000066_SEG_UNCOMP,0.13482588091527425,0.5727399999999999,0.9567,1.47056
0.2653,1.0,508.3171454400294,159.17441954802263,124.8771251880801,159.17441954802263,665.2023246570536,182.63501802902636,124.87712518808009,182.63501802902636,1367.811369181834,557.3077520410319,337.16362537633205,398.14978528875776,350202_C0000070_SEG_UNCOMP,0.1379792843072665,0.77288,0.935,1.2921200000000002
0.207,2.0,227.48763202342,62.900105649173014,75.53843605528682,62.90010564917301,248.73853755699142,78.42970407315653,75.53843605528684,78.42970407315653,874.5586076668234,275.6723437850645,250.16493542709276,178.62117486088192,350202_C0000070_SEG_UNCOMP,0.21361477287728511,0.81529,0.86654,1.31817
0.1813,3.0,186.4363798743221,72.97311380487403,79.35377989664457,72.97311380487402,421.37735847093177,144.00179040440662,79.35377989664454,144.00179040440662,931.3800825531505,415.84044357162605,229.77611698365476,183.99143655415818,350202_C0000070_SEG_UNCOMP,0.38172339778033737,0.68418,0.9470200000000001,1.3688
0.1274,4.0,68.35679256554555,22.811849027471855,36.17706474140906,22.81184902747185,115.41411750894274,43.66005811031508,36.17706474140906,43.660058110315084,531.6596816630197,144.14256593727248,98.38146434687236,63.86832697578948,350202_C0000070_SEG_UNCOMP,0.24418865233798295,0.73019,0.8546600000000001,1.41516
0.1231,5.0,47.06732954116006,20.171767908643666,19.895509261032977,20.171767908643663,159.10589494079514,53.82290541842041,19.895509261032977,53.822905418420405,335.4917624080244,177.5805476414606,64.26085882752096,59.952152709698716,350202_C0000070_SEG_UNCOMP,0.26086433507283824,0.65832,1.04792,1.29376
0.2625,6.0,324.90758537876326,116.76532786768739,125.51575702862675,116.76532786768739,530.1322331641561,192.7766819340101,125.51575702862674,192.7766819340101,1641.1596903254465,587.4221487152902,433.65064358935535,283.8958446581443,350202_C0000070_SEG_UNCOMP,0.19098664385434802,0.71854,0.84946,1.432
0.0818,1.0,54.66442352046817,18.990119736278487,20.094480855379242,18.990119736278487,69.54330595260895,23.674334780420086,20.094480855379242,23.674334780420082,242.62859921903683,77.67695281590369,59.98897235708656,48.835647706802085,350203_C0000099_SEG_UNCOMP,0.30817403896301643,0.71541,0.8945299999999999,1.39006
0.0932,2.0,62.91033201047328,21.157360866187073,27.603702237515325,21.157360866187076,129.31830714729273,39.2090685187826,27.603702237515325,39.209068518782615,304.68993014212305,110.88136960466244,76.1991892427537,57.52272160784103,350203_C0000099_SEG_UNCOMP,0.25708953715054905,0.71435,0.9636600000000001,1.32199
0.0868,3.0,46.915519971344445,12.897642057432504,16.73877584787067,12.897642057432506,74.16650640202808,24.06161751685261,16.738775847870674,24.061617516852618,221.87447732099554,78.36589790101158,51.110251645502785,38.46923858843607,350203_C0000099_SEG_UNCOMP,0.411999220523732,0.7106399999999999,0.9551799999999999,1.33418
0.1455,4.0,122.72154889865354,42.39367705074526,45.0632796261185,42.39367705074526,212.33292036147722,69.1912221665182,45.06327962611851,69.1912221665182,606.9293242240312,239.30067282990325,140.19187756284097,94.64094861318407,350203_C0000099_SEG_UNCOMP,0.29406297891350236,0.6907300000000001,0.9329999999999999,1.37627
0.0955,5.0,63.16323696704951,18.514977918079197,17.262388794329308,18.514977918079197,92.1000531322969,21.593457780519152,17.262388794329308,21.593457780519152,262.28450108381577,80.72709901071468,63.03233328066335,49.44687019851782,350203_C0000099_SEG_UNCOMP,0.3736109506957892,0.75367,0.9076299999999999,1.33869
0.0869,6.0,41.861625074919814,11.125546796381979,12.107246661855376,11.12554679638198,71.68052950867978,21.7987007196872,12.107246661855376,21.7987007196872,211.23795467426493,84.20797857677998,39.43161708207792,33.308235866615945,350203_C0000099_SEG_UNCOMP,0.3515341910072576,0.69935,0.93922,1.36142
0.1461,1.0,118.26804619432824,31.36481555285488,48.679515904446205,31.364815552854882,262.37636961953314,74.87523293794501,48.679515904446205,74.87523293794503,813.8438760766209,254.38377021302261,154.5836602215024,94.79312163058641,350205_C0000112_SEG_UNCOMP,0.38554781471747396,0.69062,0.8327399999999999,1.47664
0.1588,2.0,159.48997532007684,41.16702742541052,57.74581427258991,41.16702742541051,182.77239003820432,75.33124429394269,57.74581427258992,75.33124429394269,866.5652694525111,244.74657368744934,170.95151950148568,113.25271653774873,350205_C0000112_SEG_UNCOMP,0.12362060092792078,0.7127600000000001,0.8190000000000001,1.46825
0.223,3.0,278.87416957819784,99.42081152449522,127.92465956112922,99.42081152449524,648.1318333597919,190.6702446039797,127.92465956112919,190.67024460397968,1456.5236080009881,560.0349039264418,370.52748832318207,233.39399108660388,350205_C0000112_SEG_UNCOMP,0.21535662849716977,0.67413,0.89569,1.43018
0.1777,4.0,190.46335080710594,61.73959559465372,79.25629811375214,61.73959559465372,518.3549193028705,150.9625976246277,79.25629811375215,150.9625976246277,994.6936024598978,435.52612703420886,215.90026538173382,162.64873481165242,350205_C0000112_SEG_UNCOMP,0.22647180616832216,0.6459199999999999,0.9685,1.38557
0.0646,5.0,0.5324761466584598,0.0683029175277127,0.4683075718847672,0.06830291752771273,0.26801874920776997,0.05066391529066142,0.46830757188476724,0.05066391529066141,18.038108801074404,0.4307026156054278,1.635135538942237,0.29088774383014204,350205_C0000112_SEG_UNCOMP,0.5325029544230417,0.66567,0.9950899999999999,1.33924
0.0872,6.0,43.495146925672366,16.704189442927397,16.149956756688486,16.704189442927397,131.34820705347795,41.18556411744178,16.149956756688486,41.185564117441785,270.49273756180776,121.1145762701906,48.580992372768364,42.68518379558775,350205_C0000112_SEG_UNCOMP,0.3942169005279441,0.65955,0.9838,1.35666
0.1092,1.0,54.456242629054934,22.58132870552271,25.878452120227887,22.58132870552272,146.53806614052067,62.09612347295516,25.878452120227884,62.09612347295516,523.7192364357147,189.935735069476,70.7560581361881,55.619006020555794,350206_C0000126_SEG_UNCOMP,0.22433836319787928,0.6227600000000001,0.95357,1.42367
0.1372,2.0,103.74422082428981,47.51885564649502,38.3523728083251,47.51885564649501,432.5111638891825,107.08336472007673,38.35237280832509,107.08336472007673,796.0594266594294,387.0049671382922,116.83980523684066,119.23601187224604,350206_C0000126_SEG_UNCOMP,0.337720664027208,0.58178,1.04359,1.37463
0.1336,3.0,82.37563734398303,27.35141240394444,25.06516069627119,27.351412403944433,235.9448232121476,67.75133857831621,25.065160696271185,67.75133857831622,576.0737897730904,213.14555834629857,76.79818202930211,78.64026413868301,350206_C0000126_SEG_UNCOMP,0.22747981428201783,0.62088,0.9435899999999999,1.43553
0.0938,4.0,35.661790245584015,12.846489116052565,15.7015077813223,12.846489116052565,109.45441857524506,31.726051139797526,15.7015077813223,31.726051139797526,352.53541969804365,104.31706185410259,46.205205762416114,36.211015173997374,350206_C0000126_SEG_UNCOMP,0.35707718154789386,0.61873,0.91048,1.47079
0.09699999999999999,5.0,72.33986536412841,22.928820127707752,22.176633628023048,22.928820127707745,44.963301522333076,22.99694146835669,22.176633628023044,22.99694146835669,462.56383079427155,77.49530953491373,70.41368290818379,60.23892703382434,350206_C0000126_SEG_UNCOMP,0.26057336845677453,0.70206,0.77335,1.5245799999999998
0.0765,6.0,40.4567845668828,15.110919406260606,13.203492048186668,15.110919406260606,43.030471795462375,16.170784703420974,13.203492048186668,16.17078470342097,290.97696170265704,51.66373123508194,40.313075414584176,38.57227755142473,350206_C0000126_SEG_UNCOMP,0.39829321462242034,0.70213,0.8195100000000001,1.4783600000000001
0.1603,1.0,127.53450109906058,52.08647167864014,47.76734229752601,52.08647167864014,357.3553294452788,100.43173775431015,47.767342297526,100.43173775431013,795.8360449286012,302.60313042317034,135.43141373096364,125.4053221288764,350207_C0000137_SEG_UNCOMP,0.20839308241228535,0.66557,0.99344,1.34099
0.0796,2.0,46.46136264384025,13.967140848304128,18.003192733388882,13.967140848304131,82.2341508452662,19.422356928478113,18.003192733388882,19.42235692847811,322.45502620491527,70.06471102425087,57.889962478981765,41.82189957538907,350207_C0000137_SEG_UNCOMP,0.5418998683771452,0.72604,0.8162,1.45777
0.1215,3.0,75.43984833578239,33.12130280904897,33.1235741990686,33.12130280904897,180.5148621770153,54.7502667773264,33.12357419906859,54.7502667773264,588.2404199972293,165.41498452169475,92.81639474158008,75.25938763390431,350207_C0000137_SEG_UNCOMP,0.26122442551109815,0.67704,0.92885,1.39411
0.083,4.0,34.67754101647871,13.245345834548985,12.650555988589,13.245345834548985,56.811166377092796,18.058553787718758,12.650555988588998,18.058553787718754,387.63863516216276,82.43884395227231,46.32693799810225,35.95711882004162,350207_C0000137_SEG_UNCOMP,0.34188991923236645,0.63255,0.8585,1.50894
0.1093,5.0,68.43581713745024,25.666449602890367,30.35833147785387,25.666449602890367,140.5220754912408,34.46120840057331,30.358331477853863,34.461208400573305,509.0515253938081,121.13844770168585,95.53906167124435,68.38365291987462,350207_C0000137_SEG_UNCOMP,0.3176841035844496,0.70657,0.8282799999999999,1.46515
0.1952,6.0,190.56774196247406,66.9627227065037,78.33751930403551,66.96272270650368,386.0332367692331,99.6259086338042,78.33751930403551,99.6259086338042,1082.8532310079604,348.0163848497188,241.87395438770932,166.22449249158868,350207_C0000137_SEG_UNCOMP,0.18004551668534585,0.72,0.88939,1.3906100000000001
0.0324,1.0,0.6988658832567718,0.11750814538042094,0.1262799267672985,0.11750814538042094,0.7842432607047339,0.31679315060890256,0.1262799267672985,0.3167931506089025,1.1348218651309843,1.0297704992535937,0.517043235061947,0.49828461281658587,350208_C0000141_SEG_UNCOMP,0.3457227591117116,0.65376,1.01824,1.328
0.0342,2.0,0.746473665041487,0.05947865549601983,0.09377658186536092,0.059478655496019835,0.5832364127262973,0.08532510995277177,0.09377658186536095,0.08532510995277177,0.6903891666397898,0.423058120718083,0.3993620528290725,0.3988502678424096,350208_C0000141_SEG_UNCOMP,0.6489187503883883,0.65493,0.9544600000000001,1.3906100000000001
0.026000000000000002,3.0,5.8205685287747135,1.1597792086640275,1.035883281467757,1.1597792086640277,12.216276678945887,3.180026820229335,1.0358832814677572,3.180026820229335,20.797291322981806,8.498666620234616,4.0121932945560985,4.267904714519378,350208_C0000141_SEG_UNCOMP,0.46249794635189817,0.6480199999999999,1.0246,1.32738
0.011000000000000001,4.0,0.11955887459800187,0.02390048307472723,0.0054303899484656505,0.02390048307472732,0.27161346934663316,0.020574605113605746,0.005430389948465651,0.020574605113605742,0.002460434595559639,0.044724347991521335,0.016868763281156704,0.1314485054672801,350208_C0000141_SEG_UNCOMP,1.1102713643569169,0.63718,1.01034,1.35248
0.025,5.0,0.29735890482238114,0.040196978334788254,0.0995560773401818,0.04019697833478825,0.6060351698818223,0.21677013351364638,0.0995560773401818,0.21677013351364638,4.083332783155449,1.0472633264883675,0.38088031331707334,0.18937577589957588,350208_C0000141_SEG_UNCOMP,0.7989927852179421,0.60934,0.9995799999999999,1.39109
0.0125,6.0,6.073377164325029,0.7579144737989988,1.7296453137423657,0.7579144737989988,5.118853243733949,0.9274879512035331,1.7296453137423655,0.9274879512035331,19.206218823959542,4.11073961546562,5.9754443667659505,3.1862652156128894,350208_C0000141_SEG_UNCOMP,0.9491763826898357,0.59716,0.9763700000000001,1.4264700000000001
0.2115,1.0,319.21298416859315,119.65242883553111,116.69802321878716,119.6524288355311,449.0586465949669,160.9602150662061,116.69802321878717,160.96021506620613,1392.4575733770728,455.4225927054432,321.04693211758683,284.93092757874564,350302_C0000111_SEG_UNCOMP,0.2651390585663056,0.71632,0.88336,1.40031
