BVTV,DA,E1,E2,E3,Mu12,Mu23,Mu31,Nu12,Nu13,Nu23,ROI Number,Scan,m1,m2,m3,Variation Coefficient,Group
0.3309,2.1919999999999997,559.0003159795423,1256.5421963871966,2304.3065946716097,300.4528468437635,605.748365781743,331.21233495352413,0.17753920027375247,0.07314431305875818,0.13815732631166044,6,C0001421_SEG_UNCOMP,0.64083,0.9543799999999999,1.40479,0.1833497438365701,Control
0.2878,2.023,544.4627997749393,1114.9690558486893,1804.9935365531878,260.8581652851302,547.4324099224469,310.4740699320392,0.1884365909427047,0.08929764458311007,0.15596127629581996,1,C0001934_SEG_UNCOMP,0.6672600000000001,0.983,1.34974,0.1945952806750316,Control
0.3032,1.949,672.1396602789282,846.6891959398065,1880.0516179051224,251.25983195507519,487.71453830816256,355.8770521778581,0.23096563773755546,0.09420595393998324,0.13338776653930454,2,C0001934_SEG_UNCOMP,0.72391,0.86529,1.4108100000000001,0.0817233792872152,Control
0.3073,2.089,605.9024021875088,1241.709566739482,2016.6059902788238,302.14388025776464,616.7487849991089,369.6281668338102,0.19345317501696327,0.0904836180401105,0.15580622508001854,3,C0001934_SEG_UNCOMP,0.6605300000000001,0.9595600000000001,1.37991,0.1898164569289925,Control
0.2898,1.868,511.7571585776082,813.6301740650896,1694.779405863206,257.64694916403045,467.922456068468,328.9560416865446,0.2374696778311813,0.09852709143621036,0.12988694581726162,4,C0001934_SEG_UNCOMP,0.72832,0.9111799999999999,1.3605,0.12796552414364962,Control
0.2395,1.7930000000000001,360.9880269702792,468.53930356466964,1201.380422410801,176.10729933730744,303.18088326419684,246.51782712770043,0.2745187593868982,0.0957052983200806,0.11007753082660388,5,C0001934_SEG_UNCOMP,0.7631,0.86892,1.36798,0.13501774275450462,Control
0.2504,1.8,412.4515765667493,538.0974790330329,1310.32677758185,194.1867633018372,332.00308820786626,272.93506960820383,0.2632466024446283,0.10347953512745278,0.11321259559042868,6,C0001934_SEG_UNCOMP,0.76043,0.8708600000000001,1.36871,0.16926706381713005,Control
0.2785,1.979,489.6039766954552,976.4248956863304,1691.3246178500542,226.28545411292092,460.94330487039286,247.0275772640001,0.17862633031688582,0.0814573749126037,0.1463504399530064,1,C0001890_SEG_UNCOMP,0.68708,0.9534299999999999,1.3594899999999999,0.15134836823267564,Control
0.1845,1.768,229.5925525109897,298.2931575210578,858.4931382708232,122.15120106571949,203.48766562520612,134.06643295910968,0.2739989844234206,0.06531395325928857,0.1208361672610642,2,C0001890_SEG_UNCOMP,0.77323,0.8598,1.36697,0.2476751563920262,Control
0.1844,1.901,250.06035971923183,302.0128675261268,1007.702162739416,87.43586453413087,155.3363524971692,167.62117926909295,0.21527869691812584,0.0932357368370402,0.07035034683892498,3,C0001890_SEG_UNCOMP,0.76535,0.7794399999999999,1.4552100000000001,0.17268073599691625,Control
0.11,1.8630000000000002,68.71186552805237,104.28672672099293,325.57181816178894,32.23669613377061,58.05496189961559,46.9270973600579,0.19806631444056885,0.06711398538001552,0.08755011486845407,4,C0001890_SEG_UNCOMP,0.74164,0.87661,1.38175,0.11067769109897968,Control
0.11199999999999999,1.806,64.35220090407661,132.00520322037852,297.3000131283169,28.14471937971747,63.43070146911455,40.757272834493634,0.13621119765353978,0.06550045667255439,0.11589599357639856,5,C0001890_SEG_UNCOMP,0.73234,0.94504,1.3226200000000001,0.09131693303311826,Control
0.2202,1.95,294.55449271927506,434.5521939343973,1357.034708216845,138.91948934942224,244.71875079140088,192.32152012835166,0.24685291962324285,0.073140908017739,0.07702155524582684,6,C0001890_SEG_UNCOMP,0.73022,0.84551,1.4242700000000001,0.15127655698144804,Control
0.0754,1.5290000000000001,60.58606032383243,108.2570101947086,229.59752503356881,34.654167143744786,61.318722479966496,33.18269355989825,0.20638251779687186,0.06576358383528637,0.13987220122003866,1,C0001821_SEG_UNCOMP,0.78835,1.0062,1.20545,0.5339194291880223,Control
0.2306,1.921,323.33065223404253,785.7201940477199,1407.0941739839081,181.03250123630147,340.0958566429246,188.61601146094085,0.17235835567605956,0.06444246474083798,0.13238790513267135,2,C0001821_SEG_UNCOMP,0.69298,0.97585,1.33117,0.2390392592093405,Control
0.1948,2.373,185.60308000409057,710.5529334326044,1227.2145799667067,115.77000344539532,371.431288070757,129.67076491529022,0.1264562113883264,0.04910699476453885,0.15762670157695732,3,C0001821_SEG_UNCOMP,0.59235,1.00224,1.4054200000000001,0.3439418170797251,Control
0.122,1.983,77.70926382193616,264.33193534712507,549.7394536994249,51.44463531568029,131.7694980998607,56.15055261642446,0.13431353358984274,0.048167041246702375,0.12284007521244845,4,C0001821_SEG_UNCOMP,0.67094,0.99869,1.33036,0.2578510535983407,Control
0.2765,2.342,279.9638626914893,1364.6916039150785,1757.2699251917402,207.01740266326385,662.2624336636662,211.87908733385242,0.11449850457837553,0.06357895564873467,0.19891584849910834,5,C0001821_SEG_UNCOMP,0.55089,1.1587399999999999,1.29036,0.11940800545390735,Control
0.1406,1.9240000000000002,187.87258121081848,248.6370069427227,791.2423588800311,77.52538543998452,136.74432826778366,101.19240947125931,0.2286841121393383,0.05496783757221984,0.100855235734127,6,C0001821_SEG_UNCOMP,0.73655,0.84636,1.41709,0.390050783474762,Control
0.3258,2.005,547.6959957657102,1197.7242399670508,2134.554871689369,269.8845272649186,608.3161356314572,334.9657336442028,0.17771846153676898,0.07939928973807849,0.1518279900470153,1,C0001808_SEG_UNCOMP,0.6902699999999999,0.92571,1.38402,0.13565363273855752,Control
0.2398,1.7830000000000001,413.12537257536,499.2602553602852,1353.318522501482,181.44302835209962,288.46149179689115,245.3610611050082,0.27952559619733003,0.0846107717341569,0.10836666337164837,2,C0001808_SEG_UNCOMP,0.7811,0.82605,1.39285,0.14626862528549156,Control
0.4116,2.142,923.8474508887517,1827.1482317065747,2998.3224284514863,469.1613931157764,893.8515902556119,516.6462679899544,0.19814666471362008,0.08715618813664272,0.16170964485858674,3,C0001808_SEG_UNCOMP,0.64913,0.9601700000000001,1.3907,0.1678031003486068,Control
0.2926,1.815,575.5506350724403,811.0593607601471,1759.036995182136,268.9208105132294,409.78655180319504,299.30658255564435,0.2565535317827449,0.08543858833146095,0.12329604363176995,4,C0001808_SEG_UNCOMP,0.74556,0.90156,1.35287,0.11889313572200533,Control
0.2624,1.925,490.321163404928,688.5672060200595,1558.1938378878467,223.0354993925769,298.5766977993294,268.8035018597004,0.24035913178053026,0.0921821147634865,0.09482806007727804,5,C0001808_SEG_UNCOMP,0.73621,0.8463700000000001,1.4174200000000001,0.1487954987756323,Control
0.4041,1.8980000000000001,917.854407302039,2006.9524537967584,2735.297748751691,521.7227591323833,995.2411824789759,571.8357119266008,0.17894183666662405,0.11255108468930693,0.19933324356727988,6,C0001808_SEG_UNCOMP,0.67389,1.04708,1.27903,0.13774228777196235,Control
0.2264,1.827,253.2344002125631,468.89885148069123,1171.6712262329754,116.13517629214476,278.89476961868246,159.5550713950625,0.16861639682757013,0.06952639194023957,0.12503395514296045,1,C0001641_SEG_UNCOMP,0.73327,0.92671,1.34002,0.07608270009696046,Control
0.2929,2.0,505.79413429227134,649.5679090282356,1967.6434442385776,234.1160873810076,409.6551279980442,337.6114562191776,0.29692585308227776,0.07240202878537727,0.09872102586297092,2,C0001641_SEG_UNCOMP,0.7220300000000001,0.8340799999999999,1.44389,0.0978081603467509,Control
0.2782,1.882,480.94676735194963,539.9296960566496,1755.2813167452125,237.37492410309682,356.1274584459826,311.35641118012745,0.3380697947968013,0.07415416830721963,0.09690203644104582,3,C0001641_SEG_UNCOMP,0.75578,0.82168,1.42254,0.06282243130840026,Control
0.1973,1.834,249.38121449870647,341.3084059183656,1122.7481552979714,104.46366716754343,164.52830156171777,166.89860526458136,0.212085825378382,0.07673967655144992,0.07139876018594132,4,C0001641_SEG_UNCOMP,0.78075,0.78754,1.43171,0.1884101581148081,Control
0.3298,2.128,582.1628001011946,1059.1923485269651,2325.194600105257,317.45254895193307,602.826265612378,391.1717607674421,0.23733489725418905,0.08319229201634916,0.11934078212497405,5,C0001641_SEG_UNCOMP,0.67015,0.90396,1.4258899999999999,0.1145936331049085,Control
0.2286,2.023,275.09363824856786,563.6441931866304,1345.9837891255286,142.08555498394043,315.62969701316865,179.07785109007256,0.1827592338504032,0.06581340093331138,0.1101080333470004,6,C0001641_SEG_UNCOMP,0.68912,0.91666,1.3942299999999999,0.20558768573801933,Control
0.2657,1.7819999999999998,520.9170955197095,682.4861710933782,1581.3091200062647,211.6404904523537,367.8736069545109,347.3614200504486,0.26430328948660176,0.1117621277996815,0.10771315196785776,1,C0001511_SEG_UNCOMP,0.78476,0.8166399999999999,1.39859,0.13256901755687572,Control
0.2983,2.083,574.5931514524393,987.4136696784764,1933.3704086828384,250.99372635678296,557.4930526928871,351.96503116468165,0.22960794902228,0.08942785486712376,0.1463774035661933,2,C0001511_SEG_UNCOMP,0.6818,0.8977700000000001,1.4204299999999999,0.0844723955523423,Control
0.2737,1.9469999999999998,414.5048904019392,823.9217261409875,1579.241775046705,236.3832622965569,464.0487139712265,299.7361619615953,0.21864507830278448,0.09760300786321008,0.13711887447476065,3,C0001511_SEG_UNCOMP,0.69075,0.96414,1.34511,0.09173365198801037,Control
0.2175,1.798,396.81559763925765,490.8526732826032,1215.925815290173,144.72712904006994,250.94144541056525,199.3935360480945,0.2659127919834445,0.08231611407344741,0.10444923150797224,4,C0001511_SEG_UNCOMP,0.7633300000000001,0.86415,1.37253,0.11582679497855965,Control
0.3922,1.8519999999999999,1064.4421327944813,1524.7082368653894,2773.029941070244,485.8955472819425,763.134743417917,594.5415043486938,0.2523712975377501,0.11263196923271099,0.13961117770836476,5,C0001511_SEG_UNCOMP,0.74216,0.8836700000000001,1.3741700000000001,0.1254965769315982,Control
0.2351,1.6740000000000002,492.5622460447052,534.7224219156722,1306.9379181889262,184.78912371564118,330.17618656688734,272.7425725696509,0.29915890047440696,0.09927189807256756,0.12587980198514093,6,C0001511_SEG_UNCOMP,0.80501,0.84709,1.34791,0.16193161190308208,Control
0.3093,2.605,372.3729022771403,1211.1239653357445,2199.874916469544,246.6948372317799,669.1759589897409,261.5893605025558,0.17003632076399464,0.05838584026823052,0.14596477341621789,1,C0001852_SEG_UNCOMP,0.54448,1.03724,1.41828,0.12917056204466598,Control
0.28300000000000003,2.438,353.04427994162705,1218.9781196724643,1945.8298152081518,206.83976423902408,647.7268246310748,243.73451045887367,0.147556004311575,0.06309401190595945,0.17444750947615725,2,C0001852_SEG_UNCOMP,0.56285,1.06495,1.3722,0.1318295332240028,Control
0.3501,2.7510000000000003,435.6331798377552,1647.16171368443,2686.089268605213,267.73424730248524,848.172510379537,308.15150380446624,0.13747994875409775,0.055905461499328825,0.16352784801835812,3,C0001852_SEG_UNCOMP,0.5263899999999999,1.02526,1.44835,0.11235116947379607,Control
0.297,2.1069999999999998,521.3246744040317,1067.6789342015798,1995.901410103944,264.9830411946241,570.1532584976695,347.9355479768418,0.2131117353187316,0.08791054563018212,0.1441989865221132,4,C0001852_SEG_UNCOMP,0.6711600000000001,0.9149,1.41394,0.14670426819099433,Control
0.2541,2.1180000000000003,375.5340269929725,726.5946182800003,1525.4613589668634,196.38869587040963,411.610656279934,273.3241391424254,0.2248558556839108,0.09470907678608824,0.12345062385086435,5,C0001852_SEG_UNCOMP,0.67702,0.88905,1.43393,0.11076996376926912,Control
0.3302,2.414,488.9186365257431,1657.783934186453,2241.2645355739587,293.1082468171959,817.6423725345236,338.68883331782587,0.13646899555645,0.08904208297381015,0.1933616475894957,6,C0001852_SEG_UNCOMP,0.56099,1.085,1.35401,0.11991885369487128,Control
0.2077,2.0140000000000002,226.39473913304488,416.7259769159694,1162.0794942867667,126.67241610530745,250.35876726202642,163.70462428178257,0.2091373103112701,0.060919941645342285,0.0940586360285208,1,C0001572_SEG_UNCOMP,0.68902,0.9235,1.38747,0.2073134785367757,Control
0.1192,1.885,62.113631870652675,88.32563962040095,389.84492206724167,33.75223544001671,64.1586373416105,47.010438684322146,0.23707958335771925,0.04312695655241084,0.07247574649700705,2,C0001572_SEG_UNCOMP,0.74563,0.8488700000000001,1.4055,0.13852926148038386,Control
0.1769,1.992,149.37923505157553,271.5519197060189,858.4325812655859,83.36483230719867,165.53677765641936,109.78247372958576,0.20218753347919285,0.05501862464244482,0.0820592006380987,3,C0001572_SEG_UNCOMP,0.69224,0.92881,1.37895,0.2030352002301119,Control
0.1538,1.95,119.85687532363207,199.0297598667079,683.0257651954154,75.71927917477899,125.56779215531036,83.27140550746233,0.25621438189393675,0.043447089370976716,0.07518931941374944,4,C0001572_SEG_UNCOMP,0.70641,0.9163100000000001,1.3772799999999998,0.25379689815581913,Control
0.1755,2.083,145.7000943064792,312.3192630856347,847.7746357622383,83.69536995372087,184.81551310614225,91.65789676189164,0.18624321584578604,0.052177180453772176,0.1062603492242774,5,C0001572_SEG_UNCOMP,0.65461,0.9819100000000001,1.36348,0.2355658908983472,Control
0.2288,2.106,351.1565559159969,357.2133679449167,1442.5588014554187,141.82083462749642,263.86753051420015,223.71323085934338,0.2782347858200945,0.06834453415803654,0.07758930084097719,6,C0001572_SEG_UNCOMP,0.69101,0.8537,1.45529,0.3284119641521247,Control
0.1048,1.9569999999999999,48.940160683656025,99.84851295766285,272.28103363850045,29.17466014469047,69.11038724111263,30.757599520666126,0.1929017956193946,0.037565246289098415,0.13534004161175284,1,C0001856_SEG_UNCOMP,0.6735899999999999,1.00841,1.318,0.1427773244793427,Control
0.193,2.1590000000000003,153.27549988498504,390.92890417228114,869.498008631205,99.25279662519648,224.5032844610699,110.22377344455644,0.1842271612674931,0.05413219131117244,0.11598285070594515,2,C0001856_SEG_UNCOMP,0.6429600000000001,0.96885,1.38819,0.3046729122593729,Control
0.1108,1.8969999999999998,58.18049690761611,115.30536950502923,288.68025235720563,26.722630390346275,69.62875788668183,37.68349906851182,0.14644225551952902,0.05354372715570237,0.11322071389939005,3,C0001856_SEG_UNCOMP,0.68684,1.01052,1.30264,0.16155121538650052,Control
0.1544,2.265,91.86784674591316,315.16670333246367,677.9420819148868,70.29967033012538,222.42101099566938,72.31145914190658,0.15358182322660874,0.050268883060628974,0.14727765399921733,4,C0001856_SEG_UNCOMP,0.57924,1.10871,1.31205,0.13106162738256918,Control
0.1124,1.985,51.828383013342716,78.80280022981495,292.31316065188,30.6850366532117,57.49569130920969,31.61445370728529,0.2861203932446778,0.04037038219314208,0.07071593348415323,5,C0001856_SEG_UNCOMP,0.68186,0.9645600000000001,1.35358,0.20835831989850045,Control
0.1003,2.256,44.62273117775485,95.28756565383028,294.56149174053206,27.49551984442348,67.77855687515675,30.479040111211525,0.1872010942681537,0.04113497943192068,0.10329823088509636,6,C0001856_SEG_UNCOMP,0.61185,1.00791,1.38024,0.07861092783266851,Control
0.2152,1.915,187.90726936516086,525.3742078663431,884.377528578094,117.39311310438332,285.6075776315598,127.74000019107449,0.13523754106555316,0.07305573874431669,0.1599224416873616,1,C0001406_SEG_UNCOMP,0.6583,1.08107,1.26062,0.21088264366362552,Control
0.1363,1.6780000000000002,119.3386853493494,226.90446039935568,402.7472100438822,57.354209362724816,122.92065204181438,59.68212019168706,0.14908943458865978,0.06234658320522141,0.156779231256133,2,C0001406_SEG_UNCOMP,0.73725,1.02583,1.23692,0.1853910455683938,Control
0.1801,1.531,211.2215355643246,248.3906508321784,697.7766493285469,96.21618348227925,138.1974612187854,139.7844342710863,0.2737146388298013,0.10139312392371456,0.08262667078656752,3,C0001406_SEG_UNCOMP,0.83216,0.8938,1.27404,0.18845118921221146,Control
0.1989,1.6440000000000001,228.46109585359244,455.44385421857817,837.330147849789,127.13433489018736,206.22327797776938,124.82654561167341,0.1769347173730994,0.07162783414497631,0.11510430174780965,4,C0001406_SEG_UNCOMP,0.75473,1.00443,1.24084,0.21424491867608167,Control
0.1927,1.705,239.2475800546569,401.3800524854746,866.0231230540718,98.47006410209177,186.23471476042724,121.77698798862127,0.1631364298321485,0.07406141796025607,0.09824176751520126,5,C0001406_SEG_UNCOMP,0.75295,0.9636,1.28346,0.221315128847254,Control
0.1446,1.7469999999999999,144.36392297755413,255.60290914659768,549.4311246751478,71.57728950596159,140.6107693920857,67.31801375595371,0.17663566091385946,0.0448528108421331,0.12753069829704253,6,C0001406_SEG_UNCOMP,0.7216600000000001,1.01785,1.2605,0.2551178793926466,Control
0.136,1.96,77.56967647077666,196.3563377632124,441.100520270409,38.90518500163924,78.09831953415673,48.47200987537993,0.11916749493200447,0.04945443227467757,0.08922500382693961,1,C0002156_SEG_UNCOMP,0.69285,0.9488200000000001,1.35833,0.2025474584892956,Control
0.0862,1.788,44.89330511251833,51.64323572852411,177.86460288011105,24.221471353904803,33.97231662062316,24.616458087023048,0.31349498584382396,0.03925923642382821,0.07077389849583712,2,C0002156_SEG_UNCOMP,0.74568,0.9212,1.33312,0.38853690922096257,Control
0.0981,1.954,30.371843052656608,60.5237815133119,183.4854799457523,20.494318565393304,34.16863117913659,20.96211382787245,0.20026223362110385,0.03643264148807253,0.07297348972464948,3,C0002156_SEG_UNCOMP,0.68885,0.96529,1.34585,0.29120186087191,Control
0.1143,2.012,45.62718235661255,104.15610031021887,345.9064064925389,26.53670902564534,64.09802128002936,32.646433086484265,0.1387056850853991,0.0408513318528407,0.07736079737689615,4,C0002156_SEG_UNCOMP,0.66945,0.9839200000000001,1.34663,0.3181055085902185,Control
0.0894,2.01,42.428212963530974,69.71542725967792,224.96598326923905,22.209973130591813,26.735526610275326,22.926523147150373,0.19616764951182056,0.046275901427389146,0.04738545580710515,5,C0002156_SEG_UNCOMP,0.69172,0.9178700000000001,1.3904100000000001,0.3140077530576687,Control
0.0621,2.121,13.801202149865613,25.056499946382882,126.36278482956041,8.926285329116393,15.994143715263961,8.569314866747343,0.20966937912095115,0.026494625228262104,0.05013424195840094,6,C0002156_SEG_UNCOMP,0.66277,0.9313,1.40594,0.4876487283562728,Control
0.1543,1.839,183.06039084996684,247.71154251462863,719.9873062879419,81.46568801730403,164.4916929485735,113.78662444512112,0.2334774078690011,0.08354905680486424,0.11451273134964765,1,C0001839_SEG_UNCOMP,0.74031,0.8981399999999999,1.36155,0.13948660704478594,Control
0.2512,2.221,447.9823416864637,688.1653034289702,1730.3830734937835,184.9755156244746,399.2430206041214,223.590911225053,0.20902585113024585,0.06403806959507141,0.11186439346550024,2,C0001839_SEG_UNCOMP,0.66593,0.8552200000000001,1.47885,0.10619432825632356,Control
0.2619,2.2430000000000003,322.4584547739169,942.1821493303282,1645.8827673416515,225.46615522954812,508.2363010378118,227.55105470390004,0.17532693994497014,0.06751585585582767,0.1565618266398532,3,C0001839_SEG_UNCOMP,0.59878,1.0579399999999999,1.34328,0.16447725235747154,Control
0.1528,2.0869999999999997,178.64802373140222,238.31550598546497,909.6610977286673,96.92578563336893,163.69358152119668,113.26302587865513,0.3077463884733437,0.05045787204827045,0.0730018539355189,4,C0001839_SEG_UNCOMP,0.6983,0.84429,1.45741,0.28968612401392296,Control
0.1781,2.34,196.54181971578632,452.8664780144152,1112.6596897679901,127.15820063718004,263.0795150628407,135.84998884003045,0.21477175945085566,0.059266506574796575,0.1071965111407183,5,C0001839_SEG_UNCOMP,0.6141399999999999,0.94862,1.43724,0.08966346635339892,Control
0.1937,2.11,267.22407335902085,458.1661333740824,1264.3409579323607,135.11701544585034,252.72403097893425,164.5653186431123,0.23119022843703144,0.06131238007127667,0.09617025715969453,6,C0001839_SEG_UNCOMP,0.68378,0.8734700000000001,1.44275,0.16269756063818944,Control
0.039,1.8519999999999999,1.6755882195619014,2.207621461697697,31.87942157663761,1.309783074637444,3.1982326917288475,2.3291299216403263,0.31248157758189177,0.012310394877543826,0.06211939559220006,1,C0002187_SEG_UNCOMP,0.74066,0.88799,1.37135,0.8372045629064626,Control
0.0307,1.661,2.3796207556371445,1.7698055980113925,18.713972729543354,1.2112233911199783,1.5056560135163035,1.9968596018581448,0.3890297291049105,0.0553137894771708,0.01766807327694663,2,C0002187_SEG_UNCOMP,0.8032,0.8627799999999999,1.33402,0.6846188618558006,Control
0.0488,2.008,10.224989810958906,25.26390534470307,77.01447014085352,5.109916004119507,20.263859456325587,5.047406896769303,0.11061573186294517,0.04326756144454391,0.11245202955809898,3,C0002187_SEG_UNCOMP,0.66042,1.01324,1.32634,0.4665769348763392,Control
0.0327,1.859,26.516875067518434,38.506631217112066,154.8283595686303,9.587590724441398,21.3026450541884,21.637397118115143,0.09878389325930463,0.06668887401494908,0.06773422958247614,4,C0002187_SEG_UNCOMP,0.75107,0.8523799999999999,1.39656,0.9253912964443428,Control
0.1149,2.1790000000000003,62.79554851191824,170.54787124225916,518.5794429698758,31.669259563403703,84.63941285573425,42.383045470288735,0.10994200956726227,0.03464639690589138,0.07083867998337616,5,C0002187_SEG_UNCOMP,0.64923,0.9358200000000001,1.41495,0.4359909841750884,Control
0.0527,1.635,16.264505359783875,28.97950908239951,68.373209175545,11.69558375187882,14.38405393798203,10.975225377033832,0.2298160833403901,0.0658053357433595,0.0735673905982437,6,C0002187_SEG_UNCOMP,0.81281,0.8583,1.32889,0.5971004145570226,Control
0.1776,2.095,109.2096662716048,357.24016808625663,736.0043154077663,65.01678515156381,201.9765988134649,79.99867214367437,0.11696398065877545,0.04746919300584733,0.13849984324503484,1,C0001546_SEG_UNCOMP,0.6554800000000001,0.9713200000000001,1.37321,0.2629510288445375,Control
0.1861,1.9380000000000002,145.46418064327563,390.1955163532354,879.2545556854933,99.62457596175837,200.2510639184036,98.2070816155712,0.16998249901818352,0.0448872027468168,0.11259013261628878,2,C0001546_SEG_UNCOMP,0.68279,0.9939899999999999,1.32323,0.282564260360012,Control
0.0921,1.75,72.98877100647174,100.77992271598372,240.879266348125,24.85556482397258,48.8424283425566,36.25158366002911,0.1350090717886107,0.07675010689586778,0.09607346035988916,3,C0001546_SEG_UNCOMP,0.76012,0.90996,1.32992,0.4035157002230737,Control
0.0765,1.929,36.16449991578854,97.15081310126959,247.04730538352558,25.090936135413795,61.070692778572294,26.858866198810173,0.15477290693543008,0.050501926717669336,0.12859845397960687,4,C0001546_SEG_UNCOMP,0.6874100000000001,0.98675,1.32584,0.6237009048377532,Control
0.0616,1.706,28.61792203936081,33.57185120130965,117.17603293051435,13.483188767441733,14.133098501448073,12.018862192944225,0.26143280057926443,0.05053292334699152,0.030184735640011406,5,C0001546_SEG_UNCOMP,0.76137,0.9394,1.2992299999999999,0.3585995123054245,Control
0.0469,1.839,15.456389125168743,50.760499434967784,134.83858264726314,12.578599791960368,31.730870498593397,13.53574696670498,0.14513851618935575,0.03619253476977668,0.12094730744813093,6,C0001546_SEG_UNCOMP,0.71959,0.95714,1.32326,0.7497576508806956,Control
0.2779,1.966,372.13775876821154,822.5100191475486,1523.98121808285,184.07019714754009,443.2489763696943,227.08365582847333,0.1721800497925638,0.07599481898443637,0.15058815502761802,1,C0001753_SEG_UNCOMP,0.67989,0.98375,1.33636,0.16916865415197546,Control
0.2802,2.072,397.3173943826889,825.3341706017877,1833.4522516963655,218.8016585519984,482.4543987795722,268.8347876306524,0.20976409318495268,0.07092069061167842,0.12393448863674733,2,C0001753_SEG_UNCOMP,0.66728,0.94989,1.38283,0.16649960642803138,Control
0.292,2.0909999999999997,391.46649583390746,967.7203824224298,1655.9573147492824,196.36200555603318,506.7657596754447,235.7275604483824,0.1605450054796395,0.07423722473918416,0.15644316874568373,3,C0001753_SEG_UNCOMP,0.6470899999999999,0.99977,1.35315,0.10056278645698176,Control
0.3955,2.318,706.8070571333348,2039.9373255054559,2892.1663879957805,426.5823634875223,1023.9438875224274,461.1945594698275,0.1582892764435679,0.08586466689910799,0.1863189554780445,4,C0001753_SEG_UNCOMP,0.57594,1.08922,1.33484,0.15526034701652852,Control
0.2096,1.723,264.2442852131379,359.39125591842765,934.7314588032524,115.97023518691229,208.893206932882,176.91067905174708,0.22511102433545926,0.09882933333368,0.10689388268271846,5,C0001753_SEG_UNCOMP,0.77761,0.8826200000000001,1.3397700000000001,0.10671232513453947,Control
